name,url,Trim,Mileage,Engine,NCT_Expiry,Year,Transmission,Total_Owners,Make,Fuel_Type,Body_Type,Doors,Trim_Level,Seats,Colour,Road_Tax,Current_Country_Of_Reg,Imported,County,Independant_Dealer,Dublin2,Model,Price,Engine_Size,External_Length,Fuel_Tank_Capacity,External_Width,Rural_Fuel_Consumption,Comb_Fuel_Consumption,Urban_Fuel_Consumption,External_Height,Boot_Volume,Ground_Clearance,Euro_NCAP_Overall_Safety_Rating,Engine_Power,Top_Speed,Acceleration,Child_Protection_Rating,Safety_Assistance_Rating,Adult_Protection_Rating,Pedestrian_Protection_Rating,Battery_Capacity
Ford Mondeo Titanium,https://www.donedeal.ie/cars-for-sale/ford-mondeo-titanium/39338302,Titanium,"132,000 km",2.0 L Diesel,Aug 2025,2019,Manual,3,Ford,Diesel,Hatchback,4,Medium Trim,5,Grey,270,Ireland,No,,"Verified Private Seller
4.7/5 (15)","Annacotty, Co. Limerick",Mondeo,"€20,750",2.0 L,4.87 m,,1.85 m,,4.9 L/100 km,,1.48 m,,,5/5,,,,82%,66%,86%,66%,
Volkswagen Golf 1.2 Auto New NCT,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-2-auto-new-nct/39025278,---,"71,863 km",1.2 L Petrol,---,2018,Automatic,1,Volkswagen,Petrol,Hatchback,5,---,---,White,,,,Co. Dublin,"Independent Dealer
4.9/5","Dublin 14, Co. Dublin",Golf,"€18,995",,,,,,,,,,,,,,,,,,,
Alfa Romeo Stelvio 2.2 Diesel 210BHP Veloce,https://www.donedeal.ie/cars-for-sale/alfa-romeo-stelvio-2-2-diesel-210bhp-veloce/35453650,---,0 km,2.2 L Diesel,---,2025,Automatic,---,Alfa Romeo,Diesel,SUV,---,---,---,Black,,,,Co. Waterford,Franchise Dealer,Co. Waterford,Stelvio,"€76,595",,,,,,,,,,,,,,,,,,,
Audi A4 2014,https://www.donedeal.ie/cars-for-sale/audi-a4-2014/39338255,-,"159,000 mi",2.0 L Diesel,Sep 2026,2014,Manual,3,Audi,Diesel,Saloon,4,Base Trim,5,Black,200,Ireland,UK,,"Private Seller
No rating yet","Westport, Co. Mayo",A4,"€9,500",2.0 L,4.70 m,,1.83 m,,4.0 L/100 km,,1.43 m,,,5/5,,,,84%,71%,93%,39%,
Hyundai Ioniq 5 73 Executive Plus,https://www.donedeal.ie/cars-for-sale/hyundai-ioniq-5-73-executive-plus/39091137,Executive Plus,"53,094 km",451 km (WLTP) Electric,Feb 2026,2022,Automatic,2,Hyundai,Electric,MPV,5,Medium Trim,5,Blue,120,Ireland,No,Co. Galway,"Franchise Dealer
4.7/5",Co. Galway,IONIQ 5,"€32,950",,4.64 m,,1.89 m,,,,,,,,217 hp,185 km/h,7.4 sec,,,,,
Ford puma car,https://www.donedeal.ie/cars-for-sale/ford-puma-car/38273892,Titanium,"59,200 km",1.5 L Diesel,Jan 2025,2021,Manual,2,Ford,Diesel,MPV,4,Base Trim,5,Grey,190,Ireland,No,,"Verified Private Seller
No rating yet","Dundalk, Co. Louth",Puma,"€17,500",1.5 L,4.19 m,,1.81 m,,4.5 L/100 km,,,,,5/5,,,,84%,74%,94%,77%,
Ford S-Max,https://www.donedeal.ie/cars-for-sale/ford-s-max/39338247,Titanium,"267,000 km",2.0 L Diesel,Feb 2026,2012,Manual,2,Ford,Diesel,MPV,5,Luxury Trim,7,White,400,Ireland,No,,"Private Seller
No rating yet","New Ross, Co. Wexford",S-Max,"€7,950",2.0 L,4.80 m,70 L,1.88 m,4.8 L/100 km,5.6 L/100 km,7.0 L/100 km,1.66 m,"2,000 L",,,,,,,,,,
Toyota Auris,https://www.donedeal.ie/cars-for-sale/toyota-auris/39122580,Luna,"215,987 km",1.8 L Petrol Hybrid,Dec 2026,2017,Automatic,3,Toyota,Petrol Hybrid,MPV,4,Medium Trim,5,Grey,180,Ireland,No,,"Private Seller
No rating yet","North County, Co. Dublin",Auris,"€13,300",1.8 L,4.28 m,45 L,1.76 m,3.4 L/100 km,3.5 L/100 km,3.4 L/100 km,1.46 m,,,5/5,136 hp,180 km/h,10.9 sec,84%,66%,92%,68%,1.3 kWh
Audi A6 SLine Ultra Automatic,https://www.donedeal.ie/cars-for-sale/audi-a6-sline-ultra-automatic/39338220,S Line,"185,000 km",2.0 L Diesel,Mar 2026,2015,Automatic,3,Audi,Diesel,Saloon,4,Sports Trim,5,Silver,190,Ireland,UK,,"Private Seller
5.0/5 (501)","Swords, Co. Dublin",A6,"€18,950",2.0 L,4.93 m,,1.87 m,3.9 L/100 km,4.4 L/100 km,5.1 L/100 km,1.46 m,,,5/5,,,,83%,86%,91%,41%,
Hyundai IONIQ 2019,https://www.donedeal.ie/cars-for-sale/hyundai-ioniq-2019/37366295,-,"110,000 km",280 km (NEDC) Electric,Jan 2027,2019,Automatic,2,Hyundai,Electric,Hatchback,5,Medium Trim,5,White,120,Ireland,No,,"Verified Private Seller
No rating yet","Rathdrum, Co. Wicklow",IONIQ,"€12,500",,4.47 m,,1.82 m,,,,1.45 m,,,5/5,,,,80%,82%,91%,70%,
Kia Sportage 1.7CRdi Full Spec,https://www.donedeal.ie/cars-for-sale/kia-sportage-1-7crdi-full-spec/39122549,LX,"164,000 mi",1.7 L Diesel,Oct 2025,2014,Manual,2,Kia,Diesel,SUV,5,Base Trim,5,White,400,Ireland,UK,,"Private Seller
No rating yet","Arklow, Co. Wicklow",Sportage,"€8,500",1.7 L,4.44 m,58 L,1.86 m,4.8 L/100 km,5.3 L/100 km,6.3 L/100 km,1.65 m,"1,353 L",17 cm,5/5,,,,86%,86%,93%,49%,
Mercedes-Benz C-Class C 200 Avantgarde,https://www.donedeal.ie/cars-for-sale/mercedes-benz-c-class-c-200-avantgarde/36568097,Avantgarde,"25,809 km",1.5 L Petrol Hybrid,Jan 2027,2023,Automatic,1,Mercedes-Benz,Petrol Hybrid,Saloon,4,Base Trim,5,Black,270,Ireland,No,Co. Cork,"Franchise Dealer
4.7/5",Co. Cork,C-Class,"€50,950",1.5 L,4.75 m,,1.82 m,,6.4 L/100 km,,1.44 m,455 L,10 cm,5/5,204 hp,,7.3 sec,89%,82%,93%,80%,0.9 kWh
Audi A3 1.4tfsi 5 Door irish Car low Mileage nct,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4tfsi-5-door-irish-car-low-mileage-nct/39458343?campaign=3,SE,"102,700 km",1.4 L Petrol,Jun 2026,2016,Manual,2,Audi,Petrol,Hatchback,5,Luxury Trim,5,White,,Ireland,No,,Independent Dealer,"Firhouse, Co. Dublin",A3,"€15,900",1.4 L,4.31 m,,1.79 m,,,,1.43 m,"1,220 L",,5/5,,,,87%,86%,95%,74%,
Toyota avensis 15 month nct €5100 o n o,https://www.donedeal.ie/cars-for-sale/toyota-avensis-15-month-nct-5100-o-n-o/39475953?campaign=3,Aura,280 km,2.0 L Diesel,Jun 2025,2012,Manual,4,Toyota,Diesel,Saloon,4,Medium Trim,5,Grey,200,Ireland,No,,"Private Seller
No rating yet","Goresbridge, Co. Kilkenny",Avensis,€123,2.0 L,4.70 m,,1.81 m,4.0 L/100 km,4.6 L/100 km,5.6 L/100 km,1.48 m,,,,,,,,,,,
Land Rover Discovery Sport 7 Seat Low KM,https://www.donedeal.ie/cars-for-sale/land-rover-discovery-sport-7-seat-low-km/39286832?campaign=3,S,"36,598 mi",2.0 L Diesel,Aug 2026,2016,Manual,1,Land Rover,Diesel,SUV,5,Base Trim,7,Silver,280,Ireland,No,Co. Kildare,"Independent Dealer
4.5/5","Newbridge, Co. Kildare",Discovery Sport,"€19,950",2.0 L,4.60 m,,1.89 m,4.7 L/100 km,5.7 L/100 km,6.3 L/100 km,1.72 m,,,,,,,,,,,
Peugeot 5008 2024,https://www.donedeal.ie/cars-for-sale/peugeot-5008-2024/38283077,Allure,"20,380 km",1.5 L Diesel,Feb 2028,2024,Automatic,1,Peugeot,Diesel,MPV,4,Luxury Trim,7,Grey,270,Ireland,No,Co. Kerry,"Franchise Dealer
4.6/5","Rathmore, Co. Kerry",5008,"€48,950",1.5 L,4.64 m,,1.84 m,,5.6 L/100 km,,,,,,,,,,,,,
2012 Highline Passat 1.6 D. Nct 3/2026.,https://www.donedeal.ie/cars-for-sale/2012-highline-passat-1-6-d-nct-3-2026-/39338116,HIGHLINE,"232,000 km",1.6 L Diesel,Mar 2026,2012,Manual,6,Volkswagen,Diesel,Saloon,4,Luxury Trim,5,Brown,200,Ireland,No,,"Private Seller
No rating yet","Sixmilebridge, Co. Clare",Passat,"€4,600",1.6 L,4.77 m,70 L,1.82 m,3.8 L/100 km,4.3 L/100 km,5.2 L/100 km,1.47 m,,,,,,,,,,,
2015 VW Golf TDI 1.6 Highline,https://www.donedeal.ie/cars-for-sale/2015-vw-golf-tdi-1-6-highline/39122435,Highline,"123,500 mi",1.6 L Diesel,May 2025,2015,Manual,4,Volkswagen,Diesel,Estate,5,Medium Trim,5,White,180,Ireland,No,,"Private Seller
No rating yet","Cavan Town, Co. Cavan",Golf,"€11,950",1.6 L,4.26 m,,1.80 m,3.4 L/100 km,3.8 L/100 km,4.5 L/100 km,1.45 m,,,5/5,,,,89%,71%,94%,65%,
Audi a5 152 2.0tdi se ultra,https://www.donedeal.ie/cars-for-sale/audi-a5-152-2-0tdi-se-ultra/39122452,SE,"290,000 km",2.0 L Diesel,Jan 2026,2015,Manual,3,Audi,Diesel,Hatchback,4,Luxury Trim,5,Black,190,Ireland,No,,"Verified Private Seller
No rating yet","Cahir, Co. Tipperary",A5,"€10,500",2.0 L,4.71 m,,1.85 m,3.9 L/100 km,4.4 L/100 km,5.4 L/100 km,1.39 m,,,,,,,,,,,
Kia Optima 2014,https://www.donedeal.ie/cars-for-sale/kia-optima-2014/39338099,EX,"195,000 mi",1.7 L Diesel,Feb 2026,2014,Manual,1,Kia,Diesel,Saloon,4,Base Trim,5,White,270,Ireland,UK,,"Private Seller
5.0/5 (2)","Urlingford, Co. Kilkenny",Optima,"€6,000",1.7 L,4.85 m,,1.83 m,4.5 L/100 km,5.1 L/100 km,6.1 L/100 km,1.46 m,,14 cm,,,,,,,,,
Mercedes CLA AMG 220D,https://www.donedeal.ie/cars-for-sale/mercedes-cla-amg-220d/39338093,AMG SPORT,"112,000 mi",2.1 L Diesel,May 2025,2017,Automatic,2,Mercedes-Benz,Diesel,Saloon,4,Sports Trim,5,Grey,190,Ireland,No,,"Verified Private Seller
No rating yet",Co. Dublin,CLA,"€16,500",2.1 L,4.64 m,50 L,1.78 m,3.6 L/100 km,4.1 L/100 km,4.9 L/100 km,1.43 m,,,5/5,,,,75%,81%,91%,74%,
Volkswagen Golf,https://www.donedeal.ie/cars-for-sale/volkswagen-golf/39338083,HIGHLINE,"209,200 km",1.6 L Diesel,Sep 2025,2012,Automatic,6,Volkswagen,Diesel,Estate,4,Luxury Trim,5,Silver,270,Ireland,No,,"Private Seller
No rating yet",Co. Meath,Golf,"€6,400",1.6 L,4.20 m,55 L,1.79 m,4.2 L/100 km,4.7 L/100 km,5.6 L/100 km,1.48 m,"1,305 L",,,,,,,,,,
Opel Corsa 2015 1.4,https://www.donedeal.ie/cars-for-sale/opel-corsa-2015-1-4/38953374,Excite,"79,034 km",1.4 L Petrol,Dec 2025,2015,Manual,2,Opel,Petrol,Hatchback,5,Medium Trim,5,Silver,200,Ireland,No,,Independent Dealer,"Bantry, Co. Cork",Corsa,"€8,700",1.4 L,4.02 m,45 L,1.75 m,4.3 L/100 km,5.1 L/100 km,6.5 L/100 km,1.48 m,"1,120 L",,,,,,,,,,
BMW 730 d,https://www.donedeal.ie/cars-for-sale/bmw-730-d/37982880,---,"152,000 km",3.0 L Diesel,Jan 2025,2017,---,3,BMW,Diesel,Saloon,4,---,5,Black,280,Ireland,UK,,"Private Seller
No rating yet","Navan, Co. Meath",7-Series,"€38,000",,,,,,,,,,,,,,,,,,,
Mercedes-Benz E-Class 2014,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-2014/39122345,ELEGANCE SPORT,"183,000 mi",2.1 L Diesel,Dec 2025,2014,Automatic,1,Mercedes-Benz,Diesel,Saloon,4,Sports Trim,5,Black,280,Ireland,UK,,"Private Seller
No rating yet","Castlebar, Co. Mayo",E-Class,"€7,950",2.1 L,4.88 m,,1.85 m,4.2 L/100 km,4.9 L/100 km,6.2 L/100 km,1.47 m,540 L,9 cm,5/5,,,,77%,86%,86%,58%,
Honda Stream 2007,https://www.donedeal.ie/cars-for-sale/honda-stream-2007/39122159,N,"244,000 km",1.8 L Petrol,Mar 2025,2007,---,5,Honda,,,,,,,636,Ireland,Unknown country,,"Private Seller
No rating yet","Ballinteer, Co. Dublin",Stream,"€2,500",,,,,,,,,,,,,,,,,,,
Toyota Avensis 2012,https://www.donedeal.ie/cars-for-sale/toyota-avensis-2012/39338026,Terra,"237,122 mi",2.0 L Diesel,Sep 2025,2012,Manual,6,Toyota,Diesel,Saloon,4,Base Trim,5,Silver,200,Ireland,UK,,"Verified Private Seller
No rating yet",Co. Limerick,Avensis,"€3,500",2.0 L,4.70 m,,1.81 m,4.5 L/100 km,5.3 L/100 km,6.7 L/100 km,1.48 m,,,,,,,,,,,
Vauxhall Zafira 2013,https://www.donedeal.ie/cars-for-sale/vauxhall-zafira-2013/39337978,---,"130,000 mi",2.0 L Diesel,Dec 2025,2013,---,4,Vauxhall,Diesel,MPV,---,---,7,Silver,200,Ireland,UK,,"Private Seller
No rating yet","Bundoran, Co. Donegal",Zafira,"€4,500",,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ E-CLASS CDI 220 2017,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-cdi-220-2017/39174814,AVANTGARDE,"107,000 mi",2.0 L Diesel,Jan 2027,2017,Automatic,1,Mercedes-Benz,Diesel,Saloon,4,Sports Trim,5,Grey,190,Ireland,UK,,"Private Seller
4.7/5 (3)","Cashel, Co. Tipperary",E-Class,"€18,950",2.0 L,4.92 m,,1.85 m,3.6 L/100 km,3.9 L/100 km,4.3 L/100 km,1.47 m,,,5/5,,,,90%,62%,95%,77%,
Audi a3 2014,https://www.donedeal.ie/cars-for-sale/audi-a3-2014/39337952,SE,"236,650 km",2.0 L Diesel,Dec 2025,2014,Manual,4,Audi,Diesel,Saloon,4,Luxury Trim,5,Red,190,Ireland,No,,"Verified Private Seller
No rating yet","Kinnegad, Co. Westmeath",A3,"€11,500",2.0 L,4.46 m,,1.80 m,3.7 L/100 km,4.2 L/100 km,5.2 L/100 km,1.42 m,,,,,,,,,,,
Audi A3 TDI SPORTS 2.0.LTR 150 BHP 2017,https://www.donedeal.ie/cars-for-sale/audi-a3-tdi-sports-2-0-ltr-150-bhp-2017/39004321,SE,"280,000 km",2.0 L Diesel,Nov 2025,2017,Manual,1,Audi,Diesel,Hatchback,5,Luxury Trim,5,Grey,190,Ireland,UK,,"Private Seller
4.7/5 (3)","Cashel, Co. Tipperary",A3,"€11,500",2.0 L,4.31 m,,1.79 m,3.6 L/100 km,4.1 L/100 km,5.0 L/100 km,1.43 m,"1,220 L",,5/5,,,,87%,86%,95%,74%,
Nissan Qashqai 2010 New NCT,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-2010-new-nct/38604304,N,"270,642 km",1.5 L Diesel,Mar 2026,2010,Manual,4,Nissan,,,,,,,280,Ireland,No,,"Private Seller
No rating yet","Swords, Co. Dublin",Qashqai,"€3,000",,,,,,,,,,,,,,,,,,,
Tesla Model Y RWD - Price Reduced,https://www.donedeal.ie/cars-for-sale/tesla-model-y-rwd-price-reduced/39106256,RWD,"63,873 km",455 km (WLTP) Electric,Mar 2027,2023,Automatic,1,Tesla,Electric,MPV,5,Base Trim,5,Grey,120,Ireland,No,Co. Dublin,"Independent Dealer
4.9/5","Dublin 14, Co. Dublin",Model Y,"€33,995",,4.75 m,,1.92 m,,,,,"2,158 L",,5/5,,,,87%,98%,97%,82%,
Peugeot 407,https://www.donedeal.ie/cars-for-sale/peugeot-407/39337905,N,---,1.6 L Diesel,Jan 2026,2009,Manual,4,Peugeot,,,,,,,280,Ireland,No,,"Verified Private Seller
No rating yet",Co. Clare,407,"€2,000",,,,,,,,,,,,,,,,,,,
Ford Mondeo NCT 11/25,https://www.donedeal.ie/cars-for-sale/ford-mondeo-nct-11-25/39122178,Zetec,"190,000 mi",1.6 L Diesel,Nov 2025,2015,Manual,3,Ford,Diesel,Hatchback,4,Medium Trim,5,Blue,190,Ireland,No,,"Verified Private Seller
5.0/5 (3)","Galway City Centre, Co. Galway",Mondeo,"€4,995",1.6 L,4.87 m,,1.85 m,3.8 L/100 km,4.2 L/100 km,4.8 L/100 km,1.48 m,,,5/5,,,,82%,66%,86%,66%,
Volkswagen Touran 2.0D Automatic Fresh Nct,https://www.donedeal.ie/cars-for-sale/volkswagen-touran-2-0d-automatic-fresh-nct/39337880,Highline,"140,000 mi",2.0 L Diesel,Apr 2027,2017,Automatic,4,Volkswagen,Diesel,MPV,5,Luxury Trim,7,Blue,270,Ireland,No,,"Private Seller
1.0/5 (1)","Firhouse, Co. Dublin",Touran,"€14,500",2.0 L,4.53 m,,1.83 m,4.3 L/100 km,4.7 L/100 km,5.5 L/100 km,1.66 m,,,,,,,,,,,
Mercedes sprinter,https://www.donedeal.ie/cars-for-sale/mercedes-sprinter/38642188,---,"267,957 km",2.1 L Diesel,---,2011,Manual,5,Other,Diesel,Chassis Cab,2,---,3,White,,Ireland,No,,"Private Seller
No rating yet","Dundalk, Co. Louth",Other,"€6,350",,,,,,,,,,,,,,,,,,,
Ford Ranger Ranger 2024.50 My double CAB (crew Ca,https://www.donedeal.ie/cars-for-sale/ford-ranger-ranger-2024-50-my-double-cab-crew-ca/38121322,---,0 km,2.0 L Diesel,---,2025,Automatic,---,Ford,Diesel,SUV,4,---,---,White,,,,Co. Limerick,"Franchise Dealer
4.0/5",Co. Limerick,Ranger,No Price,,,,,,,,,,,,,,,,,,,
Nissan Juke 1.6 Hybrid SV Premium,https://www.donedeal.ie/cars-for-sale/nissan-juke-1-6-hybrid-sv-premium/38950705,SV PREMIUM,"14,291 mi",1.6 L Hybrid,Jan 2028,2024,Automatic,1,Nissan,Hybrid,SUV,4,Medium Trim,5,White,,Ireland,No,Co. Donegal,Franchise Dealer,"Letterkenny, Co. Donegal",Juke,"€30,500",1.6 L,4.21 m,46 L,1.80 m,,,,,"1,305 L",,5/5,143 hp,166 km/h,10.1 sec,85%,73%,94%,81%,1.2 kWh
Citroen C4 1.6 L HDI VTR+ 2012,https://www.donedeal.ie/cars-for-sale/citroen-c4-1-6-l-hdi-vtr-2012/38953846,VTR+,"200,505 km",1.6 L Diesel,Sep 2025,2012,Manual,2,Citroen,Diesel,Hatchback,5,Medium Trim,5,Blue,190,Ireland,UK,,"Private Seller
4.0/5 (1)","West County, Co. Dublin",C4,"€2,950",1.6 L,4.33 m,,1.79 m,3.6 L/100 km,4.2 L/100 km,5.2 L/100 km,1.49 m,,,,,,,,,,,
Volkswagen Golf 1.2 Auto New NCT,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-2-auto-new-nct/39025173,---,"39,135 km",1.2 L Petrol,---,2019,Automatic,1,Volkswagen,Petrol,Hatchback,5,---,---,Silver,,,,Co. Dublin,"Independent Dealer
4.9/5","Dublin 14, Co. Dublin",Golf,"€20,995",,,,,,,,,,,,,,,,,,,
Skoda Rapid Sportback Active 1.6 TDI 90hp DS DSG,https://www.donedeal.ie/cars-for-sale/skoda-rapid-sportback-active-1-6-tdi-90hp-ds-dsg/33486728,Active,"197,799 km",1.6 L Diesel,Oct 2026,2015,Automatic,2,Skoda,Diesel,Hatchback,4,Base Trim,5,White,,Ireland,No,Co. Cork,Independent Dealer,"Dungourney, Co. Cork",Rapid,"€9,250",,,,,,,,,,,,,,,,,,,
Cupra Terramar 1.5 Etsi 150HP DSG,https://www.donedeal.ie/cars-for-sale/cupra-terramar-1-5-etsi-150hp-dsg/39159544,-,10 km,1.5 L Petrol,---,2025,Automatic,1,Cupra,Petrol,Estate,5,Base Trim,5,Blue,,Ireland,No,Co. Dublin,Franchise Dealer,"Swords, Co. Dublin",Terramar,"€49,950",1.5 L,4.52 m,,1.86 m,,,,,,,,,,,,,,,
2012 Volvo S40 D2 R-Design,https://www.donedeal.ie/cars-for-sale/2012-volvo-s40-d2-r-design/39167860,CLASSIC ES,"154,172 mi",1.6 L Diesel,Nov 2025,2012,Manual,6,Volvo,Diesel,Saloon,4,Base Trim,5,Silver,200,Ireland,UK,,"Private Seller
4.7/5 (29)","Santry, Co. Dublin",S40,"€5,000",1.6 L,4.48 m,,1.77 m,3.8 L/100 km,4.3 L/100 km,5.2 L/100 km,1.45 m,,,,,,,,,,,
Mercedes C220 Coupe,https://www.donedeal.ie/cars-for-sale/mercedes-c220-coupe/39122111,-,"216,000 km",2.1 L Diesel,Oct 2025,2011,Manual,6,Mercedes-Benz,Diesel,Coupe,2,Base Trim,4,Silver,200,Ireland,No,,"Private Seller
No rating yet",Co. Cork,C-Class,"€6,750",2.1 L,4.59 m,59 L,1.77 m,3.7 L/100 km,4.4 L/100 km,5.6 L/100 km,1.41 m,,,,,,,,,,,
Volkswagen Caddy 2.0 TDI 102PS Commerce Van,https://www.donedeal.ie/cars-for-sale/volkswagen-caddy-2-0-tdi-102ps-commerce-van/39429278?campaign=3,---,"31,579 mi",2.0 L Diesel,---,2022,Manual,---,Volkswagen,Diesel,---,---,---,2,White,200,UK,,,Franchise Dealer,"Dungannon, Co. Tyrone",Caddy,"£15,995",,,,,,,,,,,,,,,,,,,
2016 Peugeot 5008 1.6 HDi *HUGE SPEC - DVD Player*,https://www.donedeal.ie/cars-for-sale/2016-peugeot-5008-1-6-hdi-huge-spec-dvd-player/39319418?campaign=3,Family,"183,000 km",1.6 L Diesel,May 2026,2016,Manual,1,Peugeot,Diesel,MPV,4,Medium Trim,7,Grey,200,Ireland,No,,Independent Dealer,Co. Tipperary,5008,"€8,495",1.6 L,4.53 m,60 L,1.84 m,3.8 L/100 km,4.2 L/100 km,4.8 L/100 km,1.65 m,"2,506 L",,,,,,,,,,
Toyota prius AA APPROVED,https://www.donedeal.ie/cars-for-sale/toyota-prius-aa-approved/39436220?campaign=3,all,"78,345 mi",1.8 L Petrol Hybrid,Apr 2026,2015,Automatic,1,Toyota,Petrol Hybrid,Hatchback,5,Base Trim,5,Silver,170,Ireland,Unknown,Co. Dublin,Independent Dealer,"Dublin 12, Co. Dublin",Prius,"€11,650",1.8 L,4.62 m,,1.78 m,3.8 L/100 km,4.1 L/100 km,4.2 L/100 km,1.58 m,,,,,,,,,,,
Peugeot 3008 1.5 Bluehdi 130bhp Allure,https://www.donedeal.ie/cars-for-sale/peugeot-3008-1-5-bluehdi-130bhp-allure/39144928,Allure,"47,980 km",1.5 L Diesel,Feb 2026,2022,Manual,1,Peugeot,Diesel,MPV,4,Medium Trim,5,Grey,200,Ireland,No,Co. Cork,"Franchise Dealer
4.4/5",Co. Cork,3008,"€30,900",1.5 L,4.45 m,,1.84 m,,5.0 L/100 km,,,,,5/5,,,,85%,58%,86%,67%,
BMW 5 Series 520i M Sport Saloon new Model,https://www.donedeal.ie/cars-for-sale/bmw-5-series-520i-m-sport-saloon-new-model/37675669,---,"8,301 km",2.0 L Petrol,---,2024,Automatic,1,BMW,Petrol,Saloon,4,---,---,White,,,,Co. Sligo,Franchise Dealer,"Sligo, Co. Sligo",5-Series,"€69,445",,,,,,,,,,,,,,,,,,,
Toyota Yaris for sale 1.4 diesel,https://www.donedeal.ie/cars-for-sale/toyota-yaris-for-sale-1-4-diesel/39337749,Luna,"154,000 km",1.4 L Diesel,Aug 2025,2013,Manual,2,Toyota,Diesel,Hatchback,4,Medium Trim,5,Blue,190,Ireland,No,,"Private Seller
5.0/5 (1)","Thurles, Co. Tipperary",Yaris,"€5,600",1.4 L,3.89 m,,1.70 m,3.5 L/100 km,3.9 L/100 km,4.8 L/100 km,1.51 m,,,,,,,,,,,
Ford C-Max - petrol,https://www.donedeal.ie/cars-for-sale/ford-c-max-petrol/39170309,N,280 km,1.6 L Petrol,Nov 2025,2007,Manual,7,Ford,,,,,,,514,Ireland,No,,"Private Seller
No rating yet","Galway City, Co. Galway",Focus C-Max,"€1,950",,,,,,,,,,,,,,,,,,,
Nissan X-Trail 2008,https://www.donedeal.ie/cars-for-sale/nissan-x-trail-2008/39337745,N,253 km,2.0 L Diesel,Dec 2024,2008,Manual,6,Nissan,,,,,,,,Ireland,No,,"Private Seller
4.0/5 (4)","Rosslare, Co. Wexford",X-Trail,"€1,800",,,,,,,,,,,,,,,,,,,
Renault Captur RS Line TCE 90 My23 5DR,https://www.donedeal.ie/cars-for-sale/renault-captur-rs-line-tce-90-my23-5dr/35286388,RS Line,"17,083 km",1.0 L Petrol,Mar 2027,2023,Manual,1,Renault,Petrol,Hatchback,5,Sports Trim,5,Blue,210,Ireland,No,Co. Dublin,"Franchise Dealer
4.6/5","Dublin 11, Co. Dublin",Captur,"€29,995",1.0 L,4.23 m,48 L,1.80 m,,5.8 L/100 km,,1.59 m,"1,275 L",17 cm,5/5,,,,83%,74%,96%,75%,
Ford Focus 2006,https://www.donedeal.ie/cars-for-sale/ford-focus-2006/39337735,N,"270,000 km",1.4 L Petrol,Sep 2025,2006,Manual,5,Ford,,,,,,,385,Ireland,No,,"Private Seller
No rating yet","Rahoon, Co. Galway",Focus,"€1,350",,,,,,,,,,,,,,,,,,,
2009 Ford Fiesta 1.4 TDCi Diesel,https://www.donedeal.ie/cars-for-sale/2009-ford-fiesta-1-4-tdci-diesel/39337704,N,"252,629 km",1.4 L Diesel,Oct 2025,2009,Manual,5,Ford,,,,,,,190,Ireland,No,,"Private Seller
No rating yet","Dublin 9, Co. Dublin",Fiesta,"€3,200",,,,,,,,,,,,,,,,,,,
Audi A6 Ultra **NEW NCT** 2015,https://www.donedeal.ie/cars-for-sale/audi-a6-ultra-new-nct-2015/39337709,SE,"133,000 mi",2.0 L Diesel,Mar 2027,2015,Manual,4,Audi,Diesel,Saloon,4,Base Trim,5,Blue,200,Ireland,No,,Independent Dealer,"Artane, Co. Dublin",A6,"€11,450",2.0 L,4.93 m,,1.87 m,3.8 L/100 km,4.3 L/100 km,5.1 L/100 km,1.46 m,530 L,,,,,,,,,,
SEAT Arona 2020,https://www.donedeal.ie/cars-for-sale/seat-arona-2020/39337660,SE,"45,690 km",1.0 L Petrol,Jan 2026,2020,Automatic,3,SEAT,Petrol,SUV,5,Medium Trim,5,Red,200,Ireland,No,,"Private Seller
No rating yet","Derrinturn, Co. Kildare",Arona,"€15,895",1.0 L,4.14 m,40 L,1.78 m,4.0 L/100 km,4.3 L/100 km,4.9 L/100 km,1.54 m,,,5/5,,,,80%,60%,95%,77%,
Peugeot 3008 BEV 73kwh 210BHP Allure,https://www.donedeal.ie/cars-for-sale/peugeot-3008-bev-73kwh-210bhp-allure/39144898,Allure,100 km,512 km (WLTP) Electric,Jan 2029,2025,Automatic,1,Peugeot,Electric,MPV,4,Base Trim,5,Grey,120,Ireland,No,Co. Cork,"Franchise Dealer
4.4/5",Co. Cork,3008,"€45,450",,4.54 m,,1.90 m,,,,,,,,,,,,,,,
Mercedes-Benz CLA 2019,https://www.donedeal.ie/cars-for-sale/mercedes-benz-cla-2019/39337663,-,"74,000 km",1.3 L Petrol,Jul 2025,2019,Manual,2,Mercedes-Benz,Petrol,Saloon,4,Base Trim,5,Grey,270,Ireland,No,,"Private Seller
No rating yet","Bandon, Co. Cork",CLA,"€21,200",1.3 L,4.69 m,,1.83 m,4.3 L/100 km,5.5 L/100 km,7.4 L/100 km,1.44 m,,,,,,,,,,,
